file_name,war_num,war_name,war_type_code,war_type,war_sub_type,total_participants,start_year,end_year,lagging_war,leading_war,ongoing_war,start_date,end_date,total_days_in_war,start_date_estimated,end_date_estimated
war_num_937_0.json,937.0,Chad-United Opposition War,4.0,Intra-State War,Civil War (for central control),3.0,2005.0,2006.0,,,0.0,2005-12-18,2006-12-12,359.0,0.0,0.0
war_num_936_0.json,936.0,Second Philippine - NPA War,4.0,Intra-State War,Civil War (for central control),2.0,2005.0,2006.0,,,0.0,2005-01-01,2006-12-31,729.0,0.0,0.0
war_num_932_0.json,932.0,First Waziristan War,5.0,Intra-State War,Civil War (over local issues),3.0,2004.0,2006.0,,,0.0,2004-02-24,2006-06-25,852.0,0.0,0.0
war_num_935_0.json,935.0,First Al-Houthi Rebellion,4.0,Intra-State War,Civil War (for central control),2.0,2004.0,2005.0,,,0.0,2004-06-20,2005-04-08,292.0,0.0,0.0
war_num_933_0.json,933.0,Second Nigeria Christian - Muslim War,7.0,Intra-State War,Intercommunal,2.0,2004.0,2004.0,,,0.0,2004-03-01,2004-09-16,199.0,1.0,0.0
war_num_482_0.json,482.0,Iraqi Resistance,3.0,Extra-State War,Imperial (state vs non-state),11.0,2003.0,2006.0,,,1.0,2003-05-03,2006-03-31,1063.0,0.0,0.0
war_num_927_0.json,927.0,Darfur Rebellion,5.0,Intra-State War,Civil War (over local issues),2.0,2003.0,2006.0,,,0.0,2003-02-26,2006-10-14,1326.0,0.0,0.0
war_num_227_0.json,227.0,Invasion of Iraq,1.0,Inter-State War,,4.0,2003.0,2003.0,,,0.0,2003-03-19,2003-05-02,44.0,0.0,0.0
war_num_926_0.json,926.0,Third Philippine-Moro War,5.0,Intra-State War,Civil War (over local issues),2.0,2003.0,2003.0,,,0.0,2003-02-11,2003-07-19,158.0,0.0,0.0
war_num_922_0.json,922.0,Liberia-LURD War,4.0,Intra-State War,Civil War (for central control),2.0,2002.0,2003.0,,,0.0,2002-05-01,2003-08-04,460.0,1.0,0.0
war_num_925_0.json,925.0,Cote d'Ivoire Military War,4.0,Intra-State War,Civil War (for central control),3.0,2002.0,2002.0,,,0.0,2002-09-19,2002-10-17,28.0,0.0,0.0
war_num_481_0.json,481.0,Afghan Resistance,3.0,Extra-State War,Imperial (state vs non-state),8.0,2001.0,,,,1.0,2001-12-23,,,0.0,0.0
war_num_921_0.json,921.0,Nepal Maoist Insurgency,4.0,Intra-State War,Civil War (for central control),2.0,2001.0,2003.0,,,0.0,2001-11-23,2003-01-29,432.0,0.0,0.0
war_num_918_0.json,918.0,Third Burundi War,4.0,Intra-State War,Civil War (for central control),3.0,2001.0,2003.0,,,0.0,2001-02-08,2003-10-08,972.0,0.0,0.0
war_num_225_0.json,225.0,Invasion of Afghanistan,1.0,Inter-State War,,6.0,2001.0,2001.0,,,0.0,2001-10-07,2001-12-22,76.0,0.0,0.0
war_num_920_0.json,920.0,Fourth Rwanda War,4.0,Intra-State War,Civil War (for central control),2.0,2001.0,2001.0,,,0.0,2001-05-21,2001-09-04,106.0,0.0,0.0
war_num_480_0.json,480.0,Al Aqsa Intifada,2.0,Extra-State War,Colonial (conflict with colony),2.0,2000.0,2003.0,,,0.0,2000-09-28,2003-09-09,1076.0,0.0,0.0
war_num_917_0.json,917.0,Guinean War,4.0,Intra-State War,Civil War (for central control),2.0,2000.0,2001.0,,,0.0,2000-09-02,2001-05-08,248.0,0.0,0.0
war_num_916_0.json,916.0,Second Philippine-Moro War,5.0,Intra-State War,Civil War (over local issues),2.0,2000.0,2001.0,,,0.0,2000-02-16,2001-06-22,492.0,0.0,0.0
war_num_915_0.json,915.0,Second Chechen War,5.0,Intra-State War,Civil War (over local issues),2.0,1999.0,2003.0,,,0.0,1999-08-07,2003-10-03,1518.0,0.0,0.0
war_num_912_0.json,912.0,Second Aceh War,5.0,Intra-State War,Civil War (over local issues),2.0,1999.0,2002.0,,,0.0,1999-05-31,2002-12-09,1288.0,0.0,0.0
war_num_910_0.json,910.0,Maluku War,7.0,Intra-State War,Intercommunal,2.0,1999.0,2002.0,,,0.0,1999-01-19,2002-02-12,1120.0,0.0,0.0
war_num_913_0.json,913.0,Oromo Liberation War,5.0,Intra-State War,Civil War (over local issues),2.0,1999.0,1999.0,,,0.0,1999-05-30,1999-08-18,80.0,0.0,0.0
war_num_223_0.json,223.0,Kargil War,1.0,Inter-State War,,2.0,1999.0,1999.0,,,0.0,1999-05-08,1999-07-17,70.0,0.0,0.0
war_num_221_0.json,221.0,War for Kosovo,1.0,Inter-State War,,8.0,1999.0,1999.0,,,0.0,1999-03-24,1999-06-10,78.0,0.0,0.0
war_num_907_0.json,907.0,Third Angolan War,4.0,Intra-State War,Civil War (for central control),3.0,1998.0,2002.0,,,0.0,1998-12-04,2002-02-22,1176.0,0.0,0.0
war_num_905_0.json,905.0,Africa's World War,4.0,Intra-State War,Civil War (for central control),11.0,1998.0,2002.0,,,0.0,1998-08-02,2002-12-17,1598.0,0.0,0.0
war_num_906_0.json,906.0,Chad-Togoimi Revolt,4.0,Intra-State War,Civil War (for central control),2.0,1998.0,2000.0,,,0.0,1998-10-16,2000-12-29,805.0,0.0,0.0
war_num_219_0.json,219.0,Badme Border,1.0,Inter-State War,,2.0,1998.0,2000.0,,,0.0,1998-05-06,2000-12-12,951.0,0.0,0.0
war_num_898_0.json,898.0,Second Sierra Leone War,4.0,Intra-State War,Civil War (for central control),6.0,1998.0,2000.0,,,0.0,1998-02-06,2000-11-10,1008.0,0.0,0.0
war_num_908_0.json,908.0,Second Congo-Brazzaville War,4.0,Intra-State War,Civil War (for central control),3.0,1998.0,1999.0,,,0.0,1998-12-15,1999-11-16,336.0,0.0,0.0
war_num_900_0.json,900.0,Kosovo Independence War,5.0,Intra-State War,Civil War (over local issues),2.0,1998.0,1999.0,,221.0,0.0,1998-02-28,1999-03-23,388.0,0.0,0.0
war_num_902_0.json,902.0,Guinea-Bissau Military War,4.0,Intra-State War,Civil War (for central control),4.0,1998.0,1998.0,,,0.0,1998-06-07,1998-11-01,147.0,0.0,0.0
war_num_896_0.json,896.0,Third Rwanda War,4.0,Intra-State War,Civil War (for central control),2.0,1997.0,1998.0,,,0.0,1997-03-17,1998-10-30,592.0,0.0,0.0
war_num_897_5.json,897.5,Second Iraqi Kurds Internecine War,7.0,Intra-State War,Intercommunal,2.0,1997.0,1997.0,,,0.0,1997-10-13,1997-11-25,43.0,0.0,0.0
war_num_897_0.json,897.0,First Congo-Brazzaville War,4.0,Intra-State War,Civil War (for central control),3.0,1997.0,1997.0,,,0.0,1997-06-05,1997-10-14,131.0,0.0,0.0
war_num_479_0.json,479.0,Second PKK in Iraq,3.0,Extra-State War,Imperial (state vs non-state),2.0,1997.0,1997.0,,,0.0,1997-05-14,1997-06-14,31.0,0.0,0.0
war_num_895_0.json,895.0,Zaire - AFDL War,4.0,Intra-State War,Civil War (for central control),6.0,1996.0,1997.0,,,0.0,1996-10-08,1997-05-17,221.0,0.0,0.0
war_num_893_0.json,893.0,Seventh Iraqi Kurds War,5.0,Intra-State War,Civil War (over local issues),2.0,1996.0,1996.0,,,0.0,1996-08-31,1996-10-23,53.0,0.0,0.0
war_num_891_0.json,891.0,Croatia-Krajina War,5.0,Intra-State War,Civil War (over local issues),2.0,1995.0,1995.0,,,0.0,1995-05-01,1995-11-01,184.0,1.0,1.0
war_num_217_0.json,217.0,Cenepa Valley,1.0,Inter-State War,,2.0,1995.0,1995.0,,,0.0,1995-01-09,1995-02-27,49.0,0.0,0.0
war_num_888_0.json,888.0,First Chechnya War,5.0,Intra-State War,Civil War (over local issues),2.0,1994.0,1996.0,,,0.0,1994-12-11,1996-08-31,629.0,0.0,0.0
war_num_887_5.json,887.5,Second Somaliland War,7.0,Intra-State War,Intercommunal,2.0,1994.0,1995.0,,,0.0,1994-10-16,1995-04-01,167.0,0.0,1.0
war_num_887_0.json,887.0,First Iraqi Kurds Internecine War,7.0,Intra-State War,Intercommunal,2.0,1994.0,1995.0,,,0.0,1994-05-01,1995-04-01,335.0,0.0,1.0
war_num_886_0.json,886.0,Second Rwanda War,4.0,Intra-State War,Civil War (for central control),2.0,1994.0,1994.0,,,0.0,1994-04-06,1994-07-18,103.0,0.0,0.0
war_num_885_0.json,885.0,South Yemeni Secessionist Revolt,5.0,Intra-State War,Civil War (over local issues),2.0,1994.0,1994.0,,,0.0,1994-02-21,1994-07-07,136.0,0.0,0.0
war_num_883_0.json,883.0,Second Burundi War,4.0,Intra-State War,Civil War (for central control),2.0,1993.0,1998.0,,,0.0,1993-10-21,1998-07-20,1733.0,0.0,0.0
war_num_881_0.json,881.0,Third Khmer Rouge War,4.0,Intra-State War,Civil War (for central control),2.0,1993.0,1998.0,,,0.0,1993-01-01,1998-03-26,1910.0,0.0,0.0
war_num_216_0.json,216.0,Azeri-Armenian,1.0,Inter-State War,,2.0,1993.0,1994.0,,,0.0,1993-02-06,1994-05-12,460.0,0.0,0.0
war_num_882_0.json,882.0,Masisi War,7.0,Intra-State War,Intercommunal,2.0,1993.0,1993.0,,,0.0,1993-03-20,1993-07-01,103.0,0.0,1.0
war_num_874_0.json,874.0,Kashmir Insurgency,5.0,Intra-State War,Civil War (over local issues),2.0,1992.0,2005.0,,,0.0,1992-01-01,2005-12-31,5113.0,0.0,0.0
war_num_875_0.json,875.0,Algeria's Islamic Front War,4.0,Intra-State War,Civil War (for central control),2.0,1992.0,2002.0,,,0.0,1992-02-08,2002-01-01,3615.0,0.0,1.0
war_num_877_5.json,877.5,Afghanistan Post-Communist War,4.0,Intra-State War,Civil War (for central control),2.0,1992.0,2001.0,,225.0,0.0,1992-06-28,2001-10-06,3387.0,0.0,0.0
war_num_876_0.json,876.0,Tajikistan War,4.0,Intra-State War,Civil War (for central control),3.0,1992.0,1997.0,,,0.0,1992-05-06,1997-06-27,1878.0,0.0,0.0
war_num_879_0.json,879.0,Second Liberian War,4.0,Intra-State War,Civil War (for central control),6.0,1992.0,1995.0,,,0.0,1992-10-15,1995-08-19,1038.0,0.0,0.0
war_num_877_0.json,877.0,Bosnian-Serb Rebellion,5.0,Intra-State War,Civil War (over local issues),4.0,1992.0,1995.0,215.0,,0.0,1992-06-06,1995-09-20,1201.0,0.0,0.0
war_num_880_0.json,880.0,Angolan War of the Cities,4.0,Intra-State War,Civil War (for central control),2.0,1992.0,1994.0,,,0.0,1992-10-28,1994-11-15,748.0,0.0,0.0
war_num_878_0.json,878.0,Abkhazia Revolt,5.0,Intra-State War,Civil War (over local issues),3.0,1992.0,1993.0,,,0.0,1992-08-18,1993-07-27,343.0,0.0,0.0
war_num_215_0.json,215.0,Bosnian Independence,1.0,Inter-State War,,3.0,1992.0,1992.0,,,0.0,1992-04-07,1992-05-13,36.0,0.0,0.0
war_num_874_5.json,874.5,First Somaliland War,7.0,Intra-State War,Intercommunal,2.0,1992.0,1992.0,,,0.0,1992-01-01,1992-08-01,213.0,1.0,1.0
war_num_865_0.json,865.0,Turkey-PKK War,5.0,Intra-State War,Civil War (over local issues),2.0,1991.0,1999.0,,,0.0,1991-07-10,1999-11-27,3062.0,0.0,0.0
war_num_865_8.json,865.8,Second Somalia War,4.0,Intra-State War,Civil War (for central control),8.0,1991.0,1997.0,,,0.0,1991-09-03,1997-12-22,2302.0,0.0,0.0
war_num_863_0.json,863.0,First Sierra Leone War,4.0,Intra-State War,Civil War (for central control),3.0,1991.0,1996.0,,,0.0,1991-03-23,1996-04-23,1858.0,0.0,0.0
war_num_871_0.json,871.0,Georgia War,4.0,Intra-State War,Civil War (for central control),2.0,1991.0,1993.0,,,0.0,1991-12-26,1993-12-31,736.0,0.0,0.0
war_num_872_0.json,872.0,Nagorno-Karabakh War,5.0,Intra-State War,Civil War (over local issues),3.0,1991.0,1993.0,,216.0,0.0,1991-12-26,1993-02-05,407.0,0.0,0.0
war_num_873_0.json,873.0,Dniestrian Independence War,5.0,Intra-State War,Civil War (over local issues),3.0,1991.0,1992.0,,,0.0,1991-12-26,1992-07-02,189.0,0.0,0.0
war_num_868_0.json,868.0,Jukun - Tiv War,7.0,Intra-State War,Intercommunal,2.0,1991.0,1992.0,,,0.0,1991-10-01,1992-03-01,152.0,1.0,1.0
war_num_866_0.json,866.0,SPLM/A Division (Dinka-Nuer) War,7.0,Intra-State War,Intercommunal,2.0,1991.0,1992.0,,,0.0,1991-09-11,1992-03-08,179.0,0.0,0.0
war_num_477_0.json,477.0,First PKK in Iraq,3.0,Extra-State War,Imperial (state vs non-state),2.0,1991.0,1992.0,,,0.0,1991-08-04,1992-03-25,234.0,0.0,0.0
war_num_864_0.json,864.0,Croatian Independence War,5.0,Intra-State War,Civil War (over local issues),2.0,1991.0,1992.0,,,0.0,1991-05-02,1992-01-02,245.0,0.0,0.0
war_num_862_1.json,862.1,Sixth Iraqi Kurds War,5.0,Intra-State War,Civil War (over local issues),2.0,1991.0,1991.0,,,0.0,1991-03-04,1991-10-20,230.0,0.0,0.0
war_num_862_0.json,862.0,Iraqi Shiite Rebellion,4.0,Intra-State War,Civil War (for central control),2.0,1991.0,1991.0,,,0.0,1991-03-02,1991-03-31,29.0,0.0,0.0
war_num_859_0.json,859.0,Second Sri Lanka Tamil War,5.0,Intra-State War,Civil War (over local issues),2.0,1990.0,1994.0,,,0.0,1990-06-11,1994-10-13,1585.0,0.0,0.0
war_num_860_0.json,860.0,Bougainville Secessionist War,5.0,Intra-State War,Civil War (over local issues),2.0,1990.0,1991.0,,,0.0,1990-09-22,1991-01-24,124.0,0.0,0.0
war_num_211_0.json,211.0,Gulf War,1.0,Inter-State War,,14.0,1990.0,1991.0,,,0.0,1990-08-02,1991-04-11,252.0,0.0,0.0
war_num_858_0.json,858.0,First Aceh War,5.0,Intra-State War,Civil War (over local issues),2.0,1990.0,1991.0,,,0.0,1990-04-01,1991-07-01,456.0,1.0,1.0
war_num_853_0.json,853.0,Punjab Rebellion,5.0,Intra-State War,Civil War (over local issues),2.0,1989.0,1993.0,,,0.0,1989-07-01,1993-06-30,1460.0,0.0,0.0
war_num_851_0.json,851.0,Second Afghan Civil War,4.0,Intra-State War,Civil War (for central control),2.0,1989.0,1992.0,476.0,,0.0,1989-02-16,1992-04-15,1154.0,0.0,0.0
war_num_854_0.json,854.0,Second Khmer Rouge War,4.0,Intra-State War,Civil War (for central control),2.0,1989.0,1991.0,475.0,,0.0,1989-09-26,1991-10-23,757.0,0.0,0.0
war_num_857_0.json,857.0,First Liberian War,4.0,Intra-State War,Civil War (for central control),5.0,1989.0,1990.0,,,0.0,1989-12-24,1990-11-28,339.0,0.0,0.0
war_num_852_0.json,852.0,Chad - Deby War,4.0,Intra-State War,Civil War (for central control),2.0,1989.0,1990.0,,,0.0,1989-04-01,1990-12-02,610.0,0.0,0.0
war_num_850_0.json,850.0,Fifth Lebanese War,4.0,Intra-State War,Civil War (for central control),3.0,1989.0,1990.0,,,0.0,1989-02-14,1990-10-13,606.0,0.0,0.0
war_num_856_0.json,856.0,Romanian War,4.0,Intra-State War,Civil War (for central control),2.0,1989.0,1989.0,,,0.0,1989-12-18,1989-12-26,8.0,0.0,0.0
war_num_849_0.json,849.0,FARC/ELN War,4.0,Intra-State War,Civil War (for central control),2.0,1988.0,2015.0,,,0.0,1988-08-23,2015-07-20,9827.0,0.0,0.0
war_num_848_0.json,848.0,First Somalia War,4.0,Intra-State War,Civil War (for central control),2.0,1988.0,1991.0,,,0.0,1988-05-26,1991-01-26,975.0,0.0,0.0
war_num_846_0.json,846.0,Inkatha-ANC War,7.0,Intra-State War,Intercommunal,2.0,1987.0,1994.0,,,0.0,1987-12-20,1994-04-26,2319.0,0.0,0.0
war_num_845_5.json,845.5,Fourth Guatemala,4.0,Intra-State War,Civil War (for central control),2.0,1987.0,1990.0,,,0.0,1987-09-01,1990-09-01,1096.0,1.0,1.0
war_num_845_0.json,845.0,Second Sri Lanka-JVP War,4.0,Intra-State War,Civil War (for central control),2.0,1987.0,1989.0,,,0.0,1987-07-29,1989-12-28,883.0,0.0,0.0
war_num_208_0.json,208.0,Sino-Vietnamese Border War,1.0,Inter-State War,,2.0,1987.0,1987.0,,,0.0,1987-01-05,1987-02-06,32.0,0.0,0.0
war_num_207_0.json,207.0,War over the Aouzou Strip,1.0,Inter-State War,,2.0,1986.0,1987.0,,,0.0,1986-11-15,1987-09-11,300.0,0.0,0.0
war_num_843_0.json,843.0,Holy Spirit Movement War,4.0,Intra-State War,Civil War (for central control),2.0,1986.0,1987.0,,,0.0,1986-10-19,1987-11-04,381.0,0.0,0.0
war_num_842_0.json,842.0,South Yemen War,4.0,Intra-State War,Civil War (for central control),2.0,1986.0,1986.0,,,0.0,1986-01-13,1986-02-01,19.0,0.0,0.0
war_num_840_0.json,840.0,Fifth Iraqi Kurds War,5.0,Intra-State War,Civil War (over local issues),3.0,1985.0,1988.0,,,0.0,1985-01-01,1988-08-28,1335.0,1.0,0.0
war_num_838_0.json,838.0,First Turkish Kurds War,5.0,Intra-State War,Civil War (over local issues),2.0,1984.0,1986.0,,,0.0,1984-08-14,1986-03-28,591.0,0.0,0.0
war_num_837_0.json,837.0,Indian Golden Temple War,5.0,Intra-State War,Civil War (over local issues),2.0,1984.0,1984.0,,,0.0,1984-06-01,1984-07-30,59.0,0.0,0.0
war_num_834_0.json,834.0,Second South Sudan War,4.0,Intra-State War,Civil War (for central control),4.0,1983.0,1991.0,,,0.0,1983-05-17,1991-09-10,3038.0,0.0,0.0
war_num_835_0.json,835.0,First Sri Lanka Tamil War,5.0,Intra-State War,Civil War (over local issues),2.0,1983.0,1985.0,,477.0,0.0,1983-07-23,1985-06-18,696.0,0.0,0.0
war_num_833_0.json,833.0,Fourth Lebanese War,4.0,Intra-State War,Civil War (for central control),6.0,1983.0,1984.0,,,0.0,1983-04-18,1984-02-29,317.0,0.0,0.0
war_num_829_0.json,829.0,Shining Path War,4.0,Intra-State War,Civil War (for central control),2.0,1982.0,1992.0,,,0.0,1982-11-28,1992-09-12,3576.0,0.0,0.0
war_num_826_0.json,826.0,Tigrean & Eritrean War,5.0,Intra-State War,Civil War (over local issues),2.0,1982.0,1991.0,,,0.0,1982-01-23,1991-05-28,3412.0,0.0,0.0
war_num_828_0.json,828.0,Contra War,4.0,Intra-State War,Civil War (for central control),2.0,1982.0,1988.0,,,0.0,1982-03-14,1988-03-23,2201.0,0.0,0.0
war_num_828_3.json,828.3,Uganda-NRA War,4.0,Intra-State War,Civil War (for central control),2.0,1982.0,1986.0,,,0.0,1982-06-01,1986-03-19,1387.0,1.0,0.0
war_num_205_0.json,205.0,War over Lebanon,1.0,Inter-State War,,2.0,1982.0,1982.0,,,0.0,1982-04-21,1982-09-15,147.0,0.0,0.0
war_num_202_0.json,202.0,Falkland Islands,1.0,Inter-State War,,2.0,1982.0,1982.0,,,0.0,1982-03-25,1982-06-15,82.0,0.0,0.0
war_num_826_5.json,826.5,Hama Uprising,4.0,Intra-State War,Civil War (for central control),2.0,1982.0,1982.0,,,0.0,1982-02-03,1982-02-28,25.0,0.0,0.0
war_num_825_0.json,825.0,Mozambique War,4.0,Intra-State War,Civil War (for central control),6.0,1981.0,1992.0,,,0.0,1981-04-10,1992-10-04,4195.0,0.0,0.0
war_num_824_0.json,824.0,First Philippines - NPA War,4.0,Intra-State War,Civil War (for central control),2.0,1981.0,1986.0,,,0.0,1981-01-17,1986-12-10,2153.0,0.0,0.0
war_num_476_0.json,476.0,Soviet Quagmire,3.0,Extra-State War,Imperial (state vs non-state),3.0,1980.0,1989.0,,,0.0,1980-02-22,1989-02-15,3281.0,0.0,0.0
war_num_199_0.json,199.0,Iran-Iraq,1.0,Inter-State War,,2.0,1980.0,1988.0,,,0.0,1980-09-22,1988-08-20,2889.0,0.0,0.0
war_num_820_0.json,820.0,Chad - FAN War,5.0,Intra-State War,Civil War (over local issues),5.0,1980.0,1984.0,,,0.0,1980-03-20,1984-01-01,1382.0,0.0,1.0
war_num_823_0.json,823.0,Nigeria - Muslim War,5.0,Intra-State War,Civil War (over local issues),2.0,1980.0,1981.0,,,0.0,1980-12-08,1981-01-01,24.0,0.0,0.0
war_num_817_0.json,817.0,El Salvador War,4.0,Intra-State War,Civil War (for central control),2.0,1979.0,1992.0,,,0.0,1979-10-15,1992-02-01,4492.0,0.0,0.0
war_num_475_0.json,475.0,Khmer Insurgency,3.0,Extra-State War,Imperial (state vs non-state),3.0,1979.0,1989.0,,,0.0,1979-01-09,1989-09-25,3912.0,0.0,0.0
war_num_816_0.json,816.0,Anti-Khomeini Coalition War,4.0,Intra-State War,Civil War (for central control),2.0,1979.0,1983.0,,,0.0,1979-02-14,1983-12-01,1751.0,0.0,1.0
war_num_193_0.json,193.0,Sino-Vietnamese Punitive,1.0,Inter-State War,,2.0,1979.0,1979.0,,,0.0,1979-02-17,1979-03-16,27.0,0.0,0.0
war_num_811_0.json,811.0,Third Guatemala War,4.0,Intra-State War,Civil War (for central control),2.0,1978.0,1983.0,,,0.0,1978-05-29,1983-08-08,1897.0,0.0,0.0
war_num_812_0.json,812.0,Mujahideen Uprising,4.0,Intra-State War,Civil War (for central control),3.0,1978.0,1980.0,,476.0,0.0,1978-07-01,1980-02-21,600.0,0.0,0.0
war_num_808_0.json,808.0,Second Ogaden War phase 3,5.0,Intra-State War,Civil War (over local issues),4.0,1978.0,1980.0,187.0,,0.0,1978-03-10,1980-12-03,999.0,0.0,0.0
war_num_815_5.json,815.5,Iranian Islamic Revolution,4.0,Intra-State War,Civil War (for central control),2.0,1978.0,1979.0,,,0.0,1978-11-16,1979-02-12,88.0,0.0,0.0
war_num_190_0.json,190.0,Ugandian-Tanzanian,1.0,Inter-State War,,3.0,1978.0,1979.0,,,0.0,1978-10-28,1979-04-11,165.0,0.0,0.0
war_num_815_0.json,815.0,Sandinista Rebellion,4.0,Intra-State War,Civil War (for central control),2.0,1978.0,1979.0,,,0.0,1978-09-09,1979-07-18,312.0,0.0,0.0
war_num_810_0.json,810.0,Zaire-FNLC War,4.0,Intra-State War,Civil War (for central control),4.0,1978.0,1978.0,,,0.0,1978-05-11,1978-06-14,34.0,0.0,0.0
war_num_809_0.json,809.0,Saur Revolution,4.0,Intra-State War,Civil War (for central control),2.0,1978.0,1978.0,,,0.0,1978-04-27,1978-04-28,1.0,0.0,0.0
war_num_807_0.json,807.0,Third Lebanese War,7.0,Intra-State War,Intercommunal,4.0,1978.0,1978.0,,,0.0,1978-02-08,1978-10-04,238.0,0.0,0.0
war_num_189_0.json,189.0,Vietnamese-Cambodian,1.0,Inter-State War,,2.0,1977.0,1979.0,,,0.0,1977-09-24,1979-01-08,471.0,0.0,0.0
war_num_187_0.json,187.0,"Second Ogaden War, Phase 2",1.0,Inter-State War,,3.0,1977.0,1978.0,,,0.0,1977-07-23,1978-03-09,229.0,0.0,0.0
war_num_806_8.json,806.8,Chad - FAP War,4.0,Intra-State War,Civil War (for central control),4.0,1977.0,1978.0,,,0.0,1977-06-22,1978-06-01,344.0,0.0,1.0
war_num_806_3.json,806.3,Second West Papua War,5.0,Intra-State War,Civil War (over local issues),2.0,1977.0,1978.0,,,0.0,1977-04-20,1978-11-01,560.0,0.0,1.0
war_num_804_0.json,804.0,Angolan Control War,4.0,Intra-State War,Civil War (for central control),4.0,1976.0,1991.0,186.0,,0.0,1976-02-13,1991-05-15,5570.0,0.0,0.0
war_num_806_0.json,806.0,East Timorese War phase 3,5.0,Intra-State War,Civil War (over local issues),2.0,1976.0,1979.0,472.0,,0.0,1976-07-18,1979-05-26,1042.0,0.0,0.0
war_num_804_5.json,804.5,Rhodesia War,4.0,Intra-State War,Civil War (for central control),2.0,1976.0,1979.0,,,0.0,1976-05-02,1979-12-28,1335.0,0.0,0.0
war_num_803_0.json,803.0,Second Laotian War,5.0,Intra-State War,Civil War (over local issues),3.0,1976.0,1979.0,,,0.0,1976-01-01,1979-02-01,1127.0,1.0,1.0
war_num_805_0.json,805.0,Second Ogaden War phase 1,5.0,Intra-State War,Civil War (over local issues),3.0,1976.0,1977.0,,187.0,0.0,1976-07-01,1977-07-22,386.0,0.0,0.0
